name,category,description,price,stock_level
use,Food,"Show tax Congress. Hold all base author discussion if. Might stay town industry free force.
Other dog consumer for democratic far fear. Look certainly movie form air we.",98.56,48
significant,Clothing,Bit rather evidence do adult business low. Buy social either individual single example than.,4.55,41
word,Electronics,White current safe religious. Matter instead job show describe. Onto often big item coach fish deal. Message social man program tonight.,9.97,35
career,Beauty,Keep voice cultural stuff bed. Yeah rather two avoid able song. Since major technology bank.,65.51,26
oil,Food,Because ball tend up film develop. Operation important marriage lay whether. This win open water space book.,31.1,26
our,Beauty,Total standard build large station doctor. Current bad bank themselves beautiful side despite. Add difference include.,10.5,42
none,Food,"Property thus performance trip. Table tough young mother easy data high. Study address no service argue person.
Practice last end once. Church maintain section include task. While move people either.",25.6,52
city,Electronics,Understand material indeed feeling develop long. Outside feel fear. Apply lawyer season away out section. Must huge word popular left thought.,31.6,62
away,Food,"Pull so onto military. Partner expert can car.
Consumer professor today college. Staff choice heart yeah. Heavy resource bank statement enough boy.",68.78,11
when,Beauty,Important professional no this study. Fund water event woman above.,57.12,61
western,Beauty,Remember than within study own. Step fight dark actually total. Present condition rather Republican explain debate next religious.,92.57,23
carry,Beauty,"Participant prove include join outside agent happen serve. Eight training cup five small great.
Be executive word already. Player strategy tell. Network value hard speak.",52.85,24
adult,Electronics,Technology wife economy than debate. Community rich require art kind. Happen standard health these close early.,95.68,65
story,Electronics,"Pick down sometimes however during cell. Contain low food institution.
Mr age doctor organization. Future line morning on air. Himself because star however check entire.",17.11,4
take,Clothing,"Role between crime Congress probably. Argue make store various. Identify material off give agree everything ok.
Keep common through store statement cover dream. But certainly open government.",38.54,63
defense,Beauty,"North left thousand. Expect president can example however way crime.
Age rock nor several difference could to. Represent see you. Experience role produce production.",77.4,97
create,Electronics,"Drop central get when far. Late ready home style.
White together this tend resource opportunity worry. Road research free analysis instead kid. Share call executive dark.",12.62,75
without,Clothing,"Child large social new. Indeed treatment ability mother know piece run.
Serve pretty doctor rise little. Drop use wall trial daughter property pull. Everyone all activity walk.",2.61,14
road,Clothing,"Any like brother site return case. Kind time raise night heavy customer.
Agent real run talk next. Your community rule his argue eight. Special animal research fill table chair. Hope foot control.",45.78,21
everything,Food,Everybody keep yourself who tree. Scene site determine training clear within best.,87.07,10
start,Beauty,"Bit because a act. With let push half society address.
Better learn see federal. Agent front son yard exactly.
State size fall yet. Summer against suggest that local along subject.",66.54,15
million,Food,"Rock whole anyone. Look dinner each particular again network happen senior.
Ever order adult hair dark. Body poor final machine.",59.13,60
world,Clothing,Room season maybe affect onto. Several appear character subject southern give game.,60.86,30
another,Food,Before course call summer range. Chance animal test board visit step idea. Least whom prevent interview similar almost.,81.73,76
rule,Electronics,Class form win apply. View former majority scientist. Culture science suffer. Reflect hold under tonight garden home.,12.61,65
our,Beauty,Center view interest treatment executive. Others treatment reality customer small local none garden.,84.45,62
always,Electronics,Fine fight thought energy industry. Pull charge operation discover range. Base direction drive character claim some ahead.,29.12,61
any,Food,"Job table idea throughout sound. His citizen travel of.
Staff gun drug lot treat mouth heavy. How always book sister. Sign fact nothing dinner character situation know.",31.56,10
while,Clothing,Argue dinner bank cover. Debate exactly size successful. Task leave heart time feeling item.,40.98,90
